1	0.1	1713.78571
2	0.2	1908.28572
3	0.3	1891.53571
4	0.4	1856.53572
5	0.5	1752.53572
6	0.6	1711.53572
7	0.7	1660.28571
8	0.8	1652.03572
9	0.9	1569.03572
10	1	1515.28572
11	1.1	1478.28572
12	1.2	1483.78572
13	1.3	1420.53572
14	1.4	1413.53572
15	1.5	1340.53572
16	1.6	1289.53572
17	1.7	1276.03572
18	1.8	1279.03572
19	1.9	1213.53572
20	2	1210.03572
21	2.1	1225.28572
22	2.2	1162.03572
23	2.3	1123.03572
24	2.4	1102.28572
25	2.5	1107.28572
26	2.6	1038.78572
27	2.7	1054.03572
28	2.8	1048.28572
29	2.9	999.03571
30	3	1001.53572
31	3.1	991.78571
32	3.2	945.53571
33	3.3	980.53571
34	3.4	941.03571
35	3.5	909.28571
36	3.6	907.78571
37	3.7	896.53571
38	3.8	882.53571
39	3.9	849.28571
40	4	827.78571
41	4.1	807.53571
42	4.2	810.78571
43	4.3	821.03571
44	4.4	847.78571
45	4.5	778.78571
46	4.6	772.53571
47	4.7	730.28571
48	4.8	772.28571
49	4.9	731.78571
50	5	740.03571
51	5.1	730.28571
52	5.2	712.03571
53	5.3	692.28571
54	5.4	736.03571
55	5.5	692.28571
56	5.6	699.53571
57	5.7	649.28571
58	5.8	666.53571
59	5.9	675.28571
60	6	639.28571
61	6.1	660.03571
62	6.2	641.28571
63	6.3	600.53571
64	6.4	607.78571
65	6.5	627.78571
66	6.6	588.28571
67	6.7	602.78571
68	6.8	577.03571
69	6.9	599.53571
70	7	597.53571
71	7.1	573.53571
72	7.2	574.53571
73	7.3	546.03571
74	7.4	564.78571
75	7.5	582.53571
76	7.6	531.78571
77	7.7	546.53571
78	7.8	517.28571
79	7.9	527.03571
80	8	513.53571
81	8.1	509.53571
82	8.2	514.03571
83	8.3	503.78571
84	8.4	506.78571
85	8.5	489.03571
86	8.6	485.53571
87	8.7	492.28571
88	8.8	482.78571
89	8.9	467.53571
90	9	485.03571
91	9.1	491.28571
92	9.2	454.28571
93	9.3	457.53571
94	9.4	451.53571
95	9.5	489.53571
96	9.6	441.03571
97	9.7	446.03571
98	9.8	439.03571
99	9.9	438.03571
100	10	418.28572
101	10.1	423.03571
102	10.2	432.53571
103	10.3	4.17E+02
104	10.4	416.28571
105	10.5	383.78571
106	10.6	403.78571
107	10.7	407.53571
108	10.8	415.78571
109	10.9	409.78571
110	11	411.03571
111	11.1	397.53571
112	11.2	382.28571
113	11.3	369.78571
114	11.4	399.53571
115	11.5	384.28571
116	11.6	379.53571
117	11.7	361.78571
118	11.8	394.78571
119	11.9	364.03571
120	12	371.03571
121	12.1	347.28571
122	12.2	354.53571
123	12.3	345.03571
124	12.4	356.53571
125	12.5	342.03571
126	12.6	348.28571
127	12.7	343.78571
128	12.8	337.53571
129	12.9	337.03571
130	13	320.53571
131	13.1	352.53571
132	13.2	318.03571
133	13.3	319.53571
134	13.4	333.78571
135	13.5	325.28571
136	13.6	302.28571
137	13.7	344.78571
138	13.8	319.03571
139	13.9	300.53571
140	14	318.78571
141	14.1	288.03571
142	14.2	310.28571
143	14.3	306.03571
144	14.4	318.78571
145	14.5	281.53571
146	14.6	299.53571
147	14.7	282.28571
148	14.8	293.03571
149	14.9	261.28571
150	15	273.03571
151	15.1	297.53571
152	15.2	289.28571
153	15.3	291.28571
154	15.4	280.28571
155	15.5	291.53571
156	15.6	285.78571
157	15.7	259.03571
158	15.8	267.28571
159	15.9	269.78571
160	16	278.28571
161	16.1	239.03571
162	16.2	287.03571
163	16.3	263.78571
164	16.4	230.03571
165	16.5	266.53571
166	16.6	260.53571
167	16.7	243.28571
168	16.8	245.53571
169	16.9	275.03571
170	17	240.78571
171	17.1	260.78571
172	17.2	260.03571
173	17.3	222.78571
174	17.4	237.28571
175	17.5	242.28572
176	17.6	231.78572
177	17.7	253.03571
178	17.8	244.03571
179	17.9	219.28572
180	18	236.03572
181	18.1	246.03571
182	18.2	238.78571
183	18.3	206.53571
184	18.4	248.53572
185	18.5	218.28571
186	18.6	205.78571
187	18.7	228.03571
188	18.8	224.28571
189	18.9	206.28571
190	19	208.28571
191	19.1	219.53572
192	19.2	214.28571
193	19.3	216.28571
194	19.4	201.53571
195	19.5	195.03571
196	19.6	219.28572
197	19.7	198.53571
198	19.8	215.28572
199	19.9	208.03571
200	20	202.78572
201	20.1	197.03571
202	20.2	207.78571
203	20.3	182.28571
204	20.4	202.53571
205	20.5	204.78572
206	20.6	189.78571
207	20.7	215.78571
208	20.8	207.03572
209	20.9	193.78571
210	21	200.03571
211	21.1	201.53571
212	21.2	187.03571
213	21.3	175.03571
214	21.4	173.28571
215	21.5	176.28571
216	21.6	182.03571
217	21.7	190.28571
218	21.8	184.28571
219	21.9	166.28571
220	22	176.53571
221	22.1	176.53571
222	22.2	167.03571
223	22.3	182.03571
224	22.4	156.78571
225	22.5	181.53571
226	22.6	176.03571
227	22.7	176.03571
228	22.8	178.53571
229	22.9	159.53571
230	23	179.28571
231	23.1	145.53571
232	23.2	170.53571
233	23.3	156.53571
234	23.4	166.78571
235	23.5	154.53571
236	23.6	153.78571
237	23.7	159.53571
238	23.8	143.53571
239	23.9	175.53571
240	24	171.28571
241	24.1	153.03571
242	24.2	160.28571
243	24.3	139.28571
244	24.4	172.53571
245	24.5	161.28571
246	24.6	160.78571
247	24.7	160.78571
248	24.8	147.78571
249	24.9	153.28571
250	25	154.78571
251	25.1	157.78571
252	25.2	144.28571
253	25.3	158.53571
254	25.4	168.28571
255	25.5	159.53571
256	25.6	137.78571
257	25.7	162.78571
258	25.8	147.53571
259	25.9	153.53571
260	26	149.28571
261	26.1	138.28571
262	26.2	136.28571
263	26.3	155.28571
264	26.4	137.53571
265	26.5	114.03571
266	26.6	142.03571
267	26.7	143.03571
268	26.8	139.53571
269	26.9	149.03571
270	27	136.78571
271	27.1	141.53571
272	27.2	124.28571
273	27.3	164.03571
274	27.4	117.28571
275	27.5	131.28571
276	27.6	118.53571
277	27.7	129.53571
278	27.8	149.53571
279	27.9	127.28571
280	28	128.03571
281	28.1	127.03571
282	28.2	138.28571
283	28.3	138.03571
284	28.4	127.53571
285	28.5	118.53571
286	28.6	126.53571
287	28.7	132.78571
288	28.8	140.53571
289	28.9	107.78571
290	29	115.53571
291	29.1	138.78571
292	29.2	113.78571
293	29.3	111.53572
294	29.4	140.03571
295	29.5	118.78572
296	29.6	119.53571
297	29.7	120.78571
298	29.8	130.78571
299	29.9	137.28571
300	30	108.03571
301	30.1	102.28571
302	30.2	120.78571
303	30.3	106.78571
304	30.4	127.78571
305	30.5	91.03571
306	30.6	112.28571
307	30.7	129.53571
308	30.8	93.28571
309	30.9	124.28571
310	31	131.03571
311	31.1	104.28572
312	31.2	134.03571
313	31.3	107.53571
314	31.4	114.03571
315	31.5	117.28571
316	31.6	108.28571
317	31.7	89.03571
318	31.8	85.03571
319	31.9	116.53571
320	32	111.03571
321	32.1	79.53571
322	32.2	95.28571
323	32.3	99.53571
324	32.4	118.53571
325	32.5	104.03571
326	32.6	100.78571
327	32.7	100.03572
328	32.8	116.53571
329	32.9	99.28571
330	33	88.53571
331	33.1	93.03571
332	33.2	89.28571
333	33.3	112.03571
334	33.4	106.03571
335	33.5	86.03571
336	33.6	99.28571
337	33.7	78.03571
338	33.8	95.53571
339	33.9	93.53571
340	34	95.53571
341	34.1	123.53571
342	34.2	98.03571
343	34.3	74.78571
344	34.4	114.53571
345	34.5	98.53571
346	34.6	93.53571
347	34.7	88.78571
348	34.8	101.28571
349	34.9	95.28571
350	35	104.53571
351	35.1	91.28571
352	35.2	89.53571
353	35.3	71.78571
354	35.4	99.53571
355	35.5	86.03571
356	35.6	67.78571
357	35.7	87.03571
358	35.8	78.53571
359	35.9	76.28571
360	36	87.78571
361	36.1	80.53571
362	36.2	102.28571
363	36.3	86.53571
364	36.4	72.78571
365	36.5	91.28571
366	36.6	77.53571
367	36.7	77.53571
368	36.8	97.28571
369	36.9	82.28571
370	37	71.78571
371	37.1	95.28571
372	37.2	68.28571
373	37.3	103.53571
374	37.4	91.03571
375	37.5	84.53571
376	37.6	88.03571
377	37.7	73.03571
378	37.8	67.53571
379	37.9	82.78571
380	38	83.03571
381	38.1	79.28571
382	38.2	67.78571
383	38.3	59.78571
384	38.4	77.03571
385	38.5	87.53571
386	38.6	86.03571
387	38.7	68.03571
388	38.8	77.28571
389	38.9	93.53571
390	39	93.53571
391	39.1	78.78571
392	39.2	76.03571
393	39.3	69.03571
394	39.4	84.78571
395	39.5	62.28571
396	39.6	63.28571
397	39.7	70.03571
398	39.8	65.78571
399	39.9	68.28571
400	40	66.28571
401	40.1	91.03571
402	40.2	76.53571
403	40.3	66.28571
404	40.4	87.03571
405	40.5	79.78571
406	40.6	54.03571
407	40.7	63.03571
408	40.8	81.53571
409	40.9	83.28571
410	41	75.78571
411	41.1	69.53571
412	41.2	60.78571
413	41.3	62.78571
414	41.4	56.28571
415	41.5	62.28571
416	41.6	65.03571
417	41.7	71.03571
418	41.8	72.03571
419	41.9	53.53571
420	42	75.03571
421	42.1	68.53571
422	42.2	49.78571
423	42.3	84.53571
424	42.4	63.78571
425	42.5	75.28571
426	42.6	70.28571
